tag,content
Bad Bunny,bad bunny baby bebé yeh-yeh-yeh-yeh yeah todos están pendiente' a ti (wuh) pero tú puesta pa' mí (ajá) haciendo que me odien más (yeh-yeh-yeh) porque todos te quieren probar (ah) lo que no saben es que no te dejas llevar de cualquiera y todos te quieren probar (ah) lo que no saben es que hoy yo te voy a buscar (yeh-yeh; ¡rrrra!) dile que tú eres mía mía tú sabe' que eres mía mía tú misma lo decías cuando yo te lo hacía yeh dile que tú eres mía mía tú sabe' que eres mía mía tú misma lo decías cuando yo te lo hacía yeh-yeh-yeh-yeh bebé yo soy fan de tu caminar te doy todo lo mío hasta mi respirar (yeh) contigo veo todo como en espiral (yeh) quiero tirarnos fotos y que se hagan viral (ah) tus ojos me concentran como adderall (wuh) contigo me subes al overall (yeh) te toco y hasta el mundo deja de girar (wuh) a nosotros ni la muerte nos va a separar (nah) bebé yo soy tuyo na' má' (na' má') diles que conmigo te vas (wuh) que dejen de tirarte (prrr) que a ti nadie va a tocarte dile que tú eres mía mía tú sabes que eres mía mía tú misma lo decías (tú misma lo decías) cuando yo te lo hacía (cuando yo te lo hacía) yeh dile que tú eres mía mía tú sabe' que eres mía mía tú misma lo decías (tú misma lo decías) cuando yo te lo hacía (cuando yo te lo hacía) yo soy tu romeo pero no santo (no) a estos bobos con la forty los espanto (¡plo-plo!) muchas me quieren desde que yo canto (ah) pero yo soy tuyo na' má' (wuh) yo soy tu romeo pero no santo (yeh) a estos bobos con la forty los espanto (¡rrra!) muchas me quieren desde que yo canto (ajá) pero yo soy tuyo na' má' dile que tú eres mía desde la high (desde la high; yeh) el yerno favorito de tu mai (de tu mai) el capo que tenía to' las jordan y las nike (jordan y las nike dile a estos bobos que dejen de darte like (de darte like) quiero está noche entera pa' recordar los tiempos en la escalera (la escalera) dile que yo no soy cualquiera yo soy tu primero tú eres mi primera yah-yah porque todos te quieren probar (ajá) lo que no saben es que no te dejas llevar de cualquiera y todos te quieren probar (wuh) lo que no saben es que hoy yo te voy a buscar yeh-yeh (¡rrra!) dile que tú eres mía mía tú sabe' que eres mía mía tú misma lo decías (tú misma lo decías) cuando yo te lo hacía (cuando yo te lo hacía) dile que tú eres mía mía tú sabe' que eres mía mía tú misma lo decías (tú misma lo decías) cuando yo te lo hacía (cuando yo te lo hacía)
Bad Bunny,yo sé que esto no volverá a pasar pero si volviera a pasar sé que sería tu debilidad porque la noche de anoche fue (-ue) algo que yo no puedo explicar sola dando y dándole sin parar (-rar) tú me decías que morías por mí porque la noche de anoche fue (eh eh) algo que yo no puedo explicar (eh eh) eso era dando y dándole sin parar tú encima de mí yo encima de ti (oh oh) eh eh tú me dejaste el cuerpo caliente infierno pero me dejaste el corazón frío invierno soñando que contigo es que duermo (duermo) dime papi dime mami ¿esa noche quién la borra? tú me besaste y se me cayó la gorra sin mucha labia sin mucha cotorra cuando estoy contigo dejo que la vibra corra y que la luna nos supervise con esa boquita suena rico todo lo que tú me dices hicimos poses que yo más nunca hice tú te mojaste pa que yo me bautice y me ponga serio serio tú y yo juntos creando un imperio esos ojitos tienen un misterio pero al final nada de lo nuestro fue en serio y ya me ha pasao que me han ilusionao y ya me ha pasao que me han abandonao y ya me ha pasao que no estás a mi lao y ya me ha pasao porque la noche de anoche fue (eh eh) algo que yo no puedo explicar (eh eh) eso era dando y dándole sin parar (eh eh) tú encima de mí yo encima de ti (oh oh) porque la noche de anoche fue (eh eh) algo que yo no puedo explicar (eh eh) sola dando y dándole sin parar (eh eh) yo encima de ti tú encima de mí (oh oh) que yo me iría otra vez pa japón (hey) papi qué penita tú qué maldición (mmm) la paleta es dulce azúcar de algodón (yeh) y es la única que me llega hasta al corazón yo no me olvido la suerte está echada (bum) se me enredaba el pelo en la pantalla sabes que solo lo hago de leyenda (¡wuh!) lo subo al cielo yo soy su messiah el benito es un diablillo ella es un ángel lo tengo juqueao como si fuera tote baby entre nosotros nunca competimos si preguntan dice "ella todos los récords bate" y ya me ha pasao que me han ilusionao y ya me ha pasao que me han abandonao y ya me ha pasao que no estás a mi lao y ya me ha pasao porque la noche de anoche fue (eh eh) algo que yo no puedo explicar (eh eh) eso era dando y dándole sin parar (eh eh) tú encima de mí yo encima de ti (oh oh) porque la noche de anoche fue (eh eh) algo que yo no puedo explicar (eh eh) eso era dando dándole sin parar (eh eh) tú encima de mí yo encima de ti (oh oh) mmm jum mmm mmm jum
Bad Bunny,yeah-yeah-yeah-yeah yeah-yeah-yeah-yeah-yeah-yeah yeah-yeah-yeah-eh-yeah una noche más y copas de más tú no me dejas en paz de mi mente no te vas aunque sé que no debo ey pensar en ti bebé pero cuando bebo me viene tu nombre tu cara tu risa y tu pelo ey dime dónde tú está' que yo por ti cojo un vuelo y a yonaguni le llego aunque sé que no debo ey pensar en ti bebé pero cuando bebo me viene tu nombre tu cara tu risa y tu pelo ey dime dónde tú está' que yo por ti cojo un vuelo y a yonaguni le llego ey no me busque' en instagram mami búscame en casa pa' que vea' lo que pasa ey si tú me pruebas te casa' ey ese cabrón ni te abraza y yo loco por tocarte pero ni me atrevo a textearte tú con cualquier outfit la parte' mami tú eres aparte shorty tiene un culo bien grande eh de-demasiao' grande y yo lo tengo estudiao' ya mismo me gradúo y en la cara me lo tatúo vi que viste mi story y subiste una pa' mí yo que me iba a dormir ey en la disco habían mil y yo bailando contigo en mi mente aunque sé que no debo pensar en ti bebé pero cuando bebo me viene tu nombre tu cara tu risa y tu pelo ey dime dónde tú está' que yo por ti cojo un vuelo y a yonaguni le llego si me das tu dirección yo te mando mil carta' si me das tu cuenta de banco un millón de peso' to'a la noche arrodillao' a dios le rezo pa' que ante' 'e que se acabe el año tú me des un beso y empezar el 2023 bien cabrón contigo y un blunt tú te ve' asesina con ese mahón me matas sin un pistolón y yo te compro un banshee gucci givenchy un poodle un frenchie el pasto los munchie' te canto un mariachi me convierto en itachi eh yeah-yeah-yeah-yeah bad bunny baby bebé bad bunny baby bebé
Bad Bunny,hace mucho tiempo le hago caso al corazón y pasan los día' los mese' pensando en tu olor ha llegado el tiempo para usar la razón ante' que sea tarde y sin querer me parta en do' antes de que salga el sol y hunda el acelerador que vaya sin frenos y pierda el control nada más seremos do' tú y yo acariciándono' en medio del tiempo sin decir adiós y solo mírame con esos ojito' lindo' que con eso yo estoy bien hoy he vuelto a nacer hacе tiempo que no agarro a nadie de la mano hace tiempo que no envío: "buenos días te amo" pero tú me tiene' enredao me envolví iba por mi camino y me perdí mi mirada cambió cuando tus ojos vi bye-bye a los culo' ni me despedí yo no te busqué no chocamo' en el trayecto con tu alma es la que yo conecto tranquila no tiene que ser perfecto no aquí no existe el pecado y equivocarse es bonito los errore' son placere' igual que to' tus besito' y solo mírame con esos ojito' lindo' que con eso yo estoy bien hoy he vuelto a nacer y solo mírame con esos ojito' lindo' que con eso yo estoy bien hoy he vuelto a nacer tú y yo tú y yo tú y yo (tú y yo tú y yo) tú y yo tú y yo (tú y yo tú y yo) tú y yo tú y yo tú y yo tú y yo tú y yo yo no me dejo llevar de nadie yo solo me dejo llevar de tu sonrisa y del lunar cerquita de tu boca si yo estoy loco tú estás loquita pero baby como tú no hay otra no quiero regalarte girasole' ir pa la playa y buscarte caracole' cuando estoy contigo yo no miro el rolex vamo' a bailar 200 cancione' nadie me pone como tú me pone' mmm mm-mm mmm mmm mm-mm mmm yo le hablo a dio' y tú ere' su respuesta aprendí que los momento' lindo' nunca cuestan como cuando me regalas tu mirada y el sol su puesta (ey ey) y el sol su puesta cuando estoy encima de ti de ti mami yo me olvido de todo de todo no hace falta nadie aquí solamente tú y yo antes de que salga el sol y hunda el acelerador que vaya sin frenos y pierda el control nada más seremos do' tú y yo acariciándono' en medio del tiempo sin decir adiós y solo mírame con esos ojito' lindo' que con eso yo estoy bien hoy he vuelto a nacer y solo mírame con esos ojito' lindo' que con eso yo estoy bien hoy he vuelto a nacer
Bad Bunny,yeh-yeh-yeh-yeh-yeh-yeh eh eh-eh-eh no sé si es casualidad que yo me sienta así siempre que tú estás cerquita de mí dime qué me hiciste qué droga me diste que desde aquella noche no soy igual tú me mira' y empiezo a sudar siento que puedo volar baby la nota ya está haciendo efecto mi mundo está jodío y me siento perfecto porque estás tú aquí moviéndote así no pare' baby tú eres mi droga esta noche no le baje' porque la nota ya está haciendo efecto mi mundo está jodío y me siento perfecto porque estás tú aquí moviéndote así no pare' baby tú eres mi droga esta noche no le baje' ¡esta no esta sí esta no esta sí! ¡esta no esta sí esta no esta sí! el gatito tuyo te perdió por negligencia y yo que no creo en la abstinencia esta noche en la cama va a haber turbulencia qué rico tú mama' te vo'a dar la permanencia ese totito e'la eminencia pa darle tengo licencia desde que fuimo' a florencia se puso más bicha pero no pierde la esencia no no de carola no no no no anda sola no no no le diga' hola o va' a ser otro pa la cola je tu pirquete me mola yo soy fan de esa popola más las picky las endo la coca y la rola (más nada) eres tú quien me controla eh (je je) en tus ojo' veo el mar mami llévame en tu ola hoy me siento bien puta repiola ey porque la nota ya está haciendo efecto mi mundo está jodío y me siento perfecto porque estás tú aquí moviéndote así no pare' baby tú eres mi droga esta noche no le baje'
Ed Sheeran,the club isn't the best place to find a lover so the bar is where i go me and my friends at the table doing shots drinking fast and then we talk slow come over and start up a conversation with just me and trust me i'll give it a chance now take my hand stop put van the man on the jukebox and then we start to dance and now i'm singing like girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy don't mind me say boy let's not talk too much grab on my waist and put that body on me come on now follow my lead come come on now follow my lead i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body last night you were in my room and now my bedsheets smell like you every day discovering something brand new i'm in love with your body (oh-i-oh-i-oh-i-oh-i) i'm in love with your body (oh-i-oh-i-oh-i-oh-i) i'm in love with your body (oh-i-oh-i-oh-i-oh-i) i'm in love with your body every day discovering something brand new i'm in love with the shape of you one week in we let the story begin we're going out on our first date you and me are thrifty so go all you can eat fill up your bag and i fill up a plate we talk for hours and hours about the sweet and the sour and how your family is doing okay and leave and get in a taxi then kiss in the backseat tell the driver make the radio play and i'm singing like girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy don't mind me say boy let's not talk too much grab on my waist and put that body on me come on now follow my lead come come on now follow my lead i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body last night you were in my room and now my bedsheets smell like you every day discovering something brand new i'm in love with your body (oh-i-oh-i-oh-i-oh-i) i'm in love with your body (oh-i-oh-i-oh-i-oh-i) i'm in love with your body (oh-i-oh-i-oh-i-oh-i) i'm in love with your body every day discovering something brand new i'm in love with the shape of you come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body last night you were in my room and now my bedsheets smell like youevery day discovering something brand newi'm in love with your bodycome on be my baby come oncome on (i'm in love with your body) be my baby come oncome on be my baby come oncome on (i'm in love with your body) be my baby come oncome on be my baby come oncome on (i'm in love with your body) be my baby come onevery day discovering something brand newi'm in love with the shape of you
Ed Sheeran,i found a love for me darling just dive right in and follow my lead well i found a girl beautiful and sweet oh i never knew you were the someone waiting for me 'cause we were just kids when we fell in love not knowing what it was i will not give you up this time but darling just kiss me slow your heart is all i own and in your eyes you're holding mine baby i'm dancing in the dark with you between my arms barefoot on the grass listening to our favourite song when you said you looked a mess i whispered underneath my breath but you heard it darling you look perfect tonight well i found a woman stronger than anyone i know she shares my dreams i hope that someday i'll share her home i found a lover to carry more than just my secrets to carry love to carry children of our own we are still kids but we're so in love fighting against all odds i know we'll be alright this time darling just hold my hand be my girl i'll be your man i see my future in your eyes baby i'm dancing in the dark with you between my arms barefoot on the grass listening to our favorite song when i saw you in that dress looking so beautiful i don't deserve this darling you look perfect tonight baby i'm dancing in the dark with you between my arms barefoot on the grass listening to our favorite song i have faith in what i see now i know i have met an angel in person and she looks perfect i don't deserve this you look perfect tonight
Ed Sheeran,when your legs don't work like they used to before and i can't sweep you off of your feet will your mouth still remember the taste of my love will your eyes still smile from your cheeks and darling i will be loving you 'til we're 70 and baby my heart could still fall as hard at 23 and i'm thinking 'bout how people fall in love in mysterious ways maybe just the touch of a hand oh me i fall in love with you every single day and i just wanna tell you i am so honey now take me into your loving arms kiss me under the light of a thousand stars place your head on my beating heart i'm thinking out loud maybe we found love right where we are when my hair's all but gone and my memory fades and the crowds don't remember my name when my hands don't play the strings the same way mmi know you will still love me the same 'cause honey your soul can never grow old it's evergreen baby your smile's forever in my mind and memory i'm thinking 'bout how people fall in love in mysterious ways maybe it's all part of a plan i'll just keep on making the same mistakes hoping that you'll understand but baby now take me into your loving arms kiss me under the light of a thousand stars place your head on my beating heart i'm thinking out loud that maybe we found love right where we are oh so baby now take me into your loving arms kiss me under the light of a thousand stars oh darling place your head on my beating heart i'm thinking out loud that maybe we found love right where we are oh baby we found love right where we are (maybe) and we found love right where we are
Ed Sheeran,loving can hurt loving can hurt sometimes but it's the only thing that i know when it gets hard you know it can get hard sometimes it is the only thing makes us feel alive we keep this love in a photograph we made these memories for ourselves where our eyes are never closing hearts are never broken and time's forever frozen still so you can keep me inside the pocket of your ripped jeans holding me closer 'til our eyes meet you won't ever be alone wait for me to come home loving can heal loving can mend your soul and it's the only thing that i know know i swear it will get easier remember that with every piece of yahmm and it's the only thing we take with us when we diehmm we keep this love in a photograph we made these memories for ourselves where our eyes are never closing hearts were never broken and time's forever frozen still so you can keep me inside the pocket of your ripped jeans holding me closer 'til our eyes meet you won't ever be alone and if you hurt me that's okay baby only words bleed inside these pages you just hold me and i won't ever let you go wait for me to come home wait for me to come home wait for me to come home wait for me to come home oh you can fit me inside the necklace you got when you were sixteen next to your heartbeat where i should be keep it deep within your soul and if you hurt me well that's okay baby only words bleed inside these pages you just hold me and i won't ever let you go when i'm away i will remember how you kissed me under the lamppost back on sixth street hearing you whisper through the phone "wait for me to come home"
Ed Sheeran,i'm at a party i don't wanna be at and i don't ever wear a suit and tie yeah wondering if i could sneak out the back nobody's even looking me in my eyes then you take my hand finish my drink say "shall we dance?" (hell yeah) you know i love you did i ever tell you? you make it better like that don't think i fit in at this party everyone's got so much to say (yeah) i always feel like i'm nobody mm who wants to fit in anyway? 'cause i don't care when i'm with my baby yeah all the bad things disappear and you're making me feel like maybe i am somebody i can deal with the bad nights when i'm with my baby yeah ooh ooh ooh ooh ooh ooh 'cause i don't care as long as you just hold me near you can take me anywhere and you're making me feel like i'm loved by somebody i can deal with the bad nights when i'm with my baby yeah ooh ooh ooh ooh ooh ooh we at a party we don't wanna be at tryna talk but we can't hear ourselves read your lips i'd rather kiss 'em right back with all these people all around i'm crippled with anxiety but i'm told it's where i'm supposed to be you know what? it's kinda crazy 'cause i really don't mind when you make it better like that don't think we fit in at this party everyone's got so much to say oh yeah yeah when we walked in i said i'm sorry mm but now i think that we should stay 'cause i don't care when i'm with my baby yeah all the bad things disappear yeah you're making me feel like maybe i am somebody i can deal with the bad nights when i'm with my baby yeah ooh ooh ooh ooh ooh ooh (oh yeah yeah yeah) 'cause i don't care as long as you just hold me near you can take me anywhere yeah you're making me feel like i'm loved by somebody i can deal with the bad nights when i'm with my baby yeah ooh ooh ooh ooh ooh ooh (no) i don't like nobody but you it's like you're the only one here i don't like nobody but you baby i don't care i don't like nobody but you i hate everyone here i don't like nobody but you baby yeah 'cause i don't care (don't care) when i'm with my baby yeah (oh yeah) all the bad things disappear (disappear) and you're making me feel like maybe i am somebody (maybe i'm somebody) i can deal with the bad nights (with the bad nights) when i'm with my baby yeah ooh ooh ooh ooh ooh ooh (ooh yeah yeah) 'cause i don't care as long as you just hold me near (me near) you can take me anywhere (anywhere anywhere) and you're making me feel like i'm loved by somebody (i'm loved by somebody) i can deal with the bad nights (yeah yeah yeah) when i'm with my baby yeah (oh) ooh ooh ooh ooh ooh ooh
Ed Sheeran,one two three four ooh-ooh ooh-ooh-ooh every time you come around you know i can't say no every time the sun goes down i let you take control i can feel the paradise before my world implodes and tonight had something wonderful my bad habits lead to late nights endin' alone conversations with a stranger i barely know swearin' this will be the last but it probably won't i got nothin' left to lose or use or do my bad habits lead to wide eyes stare into space and i know i'll lose control of the things that i say yeah i was lookin' for a way out now i can't escape nothin' happens after two it's true it's true my bad habits lead to you ooh-ooh ooh-ooh-ooh my bad habits lead to you ooh-ooh ooh-ooh-ooh my bad habits lead to you every pure intention ends when the good times start fallin' over everything to reach the first time's spark it started under neon lights and then it all got dark i only know how to go too far my bad habits lead to late nights endin' alone conversations with a stranger i barely know swearin' this will be the last but it probably won't i got nothin' left to lose or use or do my bad habits lead to wide eyes stare into space and i know i'll lose control of the things that i say yeah i was lookin' for a way out now i can't escape nothin' happens after two it's true it's true my bad habits lead to you ooh-ooh ooh-ooh-ooh my bad habits lead to you ooh-ooh ooh-ooh-ooh we took the long way 'round and burned 'til the fun ran out now my bad habits lead to late nights endin' alone conversations with a stranger i barely know swearin' this will be the last but it probably won't i got nothin' left to lose or use or do my bad habits lead to wide eyes stare into space and i know i'll lose control of the things that i say yeah i was lookin' for a way out now i can't escape nothin' happens after two it's true it's true my bad habits lead to you ooh-ooh ooh-ooh-ooh my bad habits lead to you ooh-ooh ooh-ooh-ooh my bad habits lead to you
Ed Sheeran,i took an arrow to the heart i never kissed a mouth that tastes like yours strawberries and somethin' more ooh yeah i want it all lipstick on my guitar (ooh) fill up the engine we can drive real far go dancin' underneath the stars ooh yeah i want it all mm you got me feelin' like i wanna be that guy i wanna kiss your eyes i wanna drink that smile i wanna feel like i'm like my soul's on fire i wanna stay up all day and all night yeah you got me singin' like ooh i love it when you do it like that and when you're close up give me the shivers oh baby you wanna dance 'til the sunlight cracks and when they say the party's over then we'll bring it right back and we'll say ooh i love it when you do it like that and when you're close up give me the shivers oh baby you wanna dance 'til the sunlight cracks and when they say the party's over then we'll bring it right back into the car on the backseat in the moonlit dark wrap me up between your legs and arms ooh i can't get enough you know you could tear me apart (ooh) put me back together and take my heart i never thought that i could love this hard ooh i can't get enough mm you got me feeling like i wanna be that guy i wanna kiss your eyes i wanna drink that smile i wanna feel like i'm like my soul's on fire i wanna stay up all day and all night yeah you got me singin' like ooh i love it when you do it like that and when you're close up give me the shivers oh baby you wanna dance 'til the sunlight cracks and when they say the party's over then we'll bring it right back and we'll say ooh i love it when you do it like that and when you're close up give me the shivers oh baby you wanna dance 'til the sunlight cracks and when they say the party's over then we'll bring it right back baby you burn so hot you make me shiver with the fire you got this thing we started i don't want it to stop you know you make me shiver-er-er baby you burn so hot you make me shiver with the fire you got this thing we started i don't want it to stop you know you make me shiver yeah you got me singin' like ooh i love it when you do it like that and when you're close up give me the shivers oh baby you wanna dance 'til the sunlight cracks and when they say the party's over then we'll bring it right back (oh no) and we'll say ooh i love it when you do it like that and when you're close up give me the shivers oh baby you wanna dance 'til the sunlight cracks and when they say the party's over then we'll bring it right back hey
Ed Sheeran,we are we are we are l.a. on a saturday night in the summer sundown and they all come out lamborginis and their rented hummers the party's on so they're headin' downtown everybody's lookin' for a come up and they wanna know what you're about me in the middle with the one i'm lovin' we're just tryna figure everything out we don't fit in well 'cause we are just ourselves i could use some help gettin' out of this conversation yeah you look stunning dear so don't ask that question here this is my only fear that we become (hey) beautiful people drop top designer clothes front row at fashion shows "what d'you do?" and "who d'you know?" inside the world of beautiful people champagne and rolled-up notes prenups and broken homes surrounded but still alone let's leave the party that's not who we are (we are we are we are) we are not beautiful yeah that's not who we are (we are we are we are) we are not beautiful (beautiful) l.a. (mmm) drove for hours last night and we made it nowhere (nowhere nowhere) i see stars in your eyes when we're halfway there (all night) i'm not fazed by all them lights and flashin' cameras 'cause with my arms around you there's no need to care we don't fit in well we are just ourselves i could use some help gettin' out of this conversation yeah you look stunning dear (ah) so don't ask that question here this is my only fear that we become (hey) beautiful people drop top designer clothes front row at fashion shows "what d'you do?" and "who d'you know?" inside the world of beautiful people champagne and rolled-up notes prenups and broken homes surrounded but still alone let's leave the party that's not who we are (we are we are we are) we are not beautiful yeah yeah that's not who we are we are not beautiful (beautiful) we are we are we are we are not beautiful
Ed Sheeran,walking down 29th and park i saw you in another's arms only a month we've been apart you look happier saw you walk inside a bar he said somethin' to make you laugh i saw that both your smiles were twice as wide as ours yeah you look happier you do ain't nobody hurt you like i hurt you but ain't nobody love you like i do promise that i will not take it personal baby if you're movin' on with someone new 'cause baby you look happier you do my friends told me one day i'll feel it too and until then i'll smile to hide the truth but i know i was happier with you sat in the corner of the room everything's reminding me of you nursing an empty bottle and telling myself you're happier aren't you? (hey yeah hey yeah hey yeah) oh ain't nobody hurt you like i hurt you (hey yeah hey yeah) but ain't nobody need you like i do (hey yeah hey yeah) i know that there's others that deserve you (hey yeah hey yeah) but my darlin' i am still in love with you but i guess you look happier you do my friends told me one day i'll feel it too i could try to smile to hide the truth but i know i was happier with you hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah hey yeah 'cause baby you look happier you do i knew one day you'd fall for someone new but if he breaks your heart like lovers do just know that i'll be waitin' here for you
Ed Sheeran,when i was six years old i broke my leg when i was running from my brother and his friends and tasted the sweet perfume of the mountain grass i rolled down well i was younger then take me back to when i found my heart and broke it here made friends and lost them through the years and i've not seen the roaring fields in so long i know i've grown but i can't wait to go home i'm on my way driving at 90 down those country lanes singing to "tiny dancer" and i miss the way you make me feel and it's real and we watched the sunset over the castle on the hill 15 years old and smoking hand-rolled cigarettes running from the law through the backfields and getting drunk with my friends had my first kiss on a friday night i don't reckon that i did it right but i was younger then take me back to when we found weekend jobs when we got paid we'd buy cheap spirits and drink them straight me and my friends have not thrown up in so long oh how we've grown but i can't wait to go home i'm on my way (hoo-hoo) driving at 90 down those country lanes (hoo-hoo) singing to "tiny dancer" and i miss the way you make me feel and it's real and we watched the sunset (hoo-hoo) over the castle on the hill hoo-hoo over the castle on the hill hoo-hoo over the castle on the hill one friend left to sell clothes one works down by the coast one had two kids but lives alone one's brother overdosed one's already on his second wife one's just barely getting by but these people raised me and i can't wait to go home and i'm on my way i still remember these old country lanes when we did not know the answers and i miss the way (hoo-hoo) you make me feel it's real when we watched the sunset (hoo-hoo) over the castle on the hill hoo-hoo over the castle on the hill hoo-hoo over the castle on the hill
The Weeknd,i'm findin' ways to articulate the feelin' i'm goin' through i just can't say i don't love you (yeah) 'cause i love you yeah it's hard for me to communicate the thoughts that i hold but tonight i'm gon' let you know let me tell the truth baby let me tell the truth yeah you know what i'm thinkin' see it in your eyes you hate that you want me hate it when you cry you're scared to be lonely 'specially in the night i'm scared that i'll miss you happens every time i don't want this feelin' i can't afford love i try to find a reason to pull us apart it ain't workin' 'cause you're perfect and i know that you're worth it i can't walk away oh even though we're goin' through it and it makes you feel alone just know that i would die for you baby i would die for you yeah the distance and the time between us it'll never change my mind 'cause baby i would die for you baby i would die for you yeah (say) i'm findin' ways to manipulate the feelin' you're goin' through but baby girl i'm not blamin' you just don't blame me too yeah 'cause i can't take this pain forever and you won't find no one that's better 'cause i'm right for you babe i think i'm right for you babe you know what i'm thinkin' see it in your eyes you hate that you want me hate it when you cry it ain't workin' 'cause you're perfect and i know that you're worth it i can't walk away oh even though we're goin' through it and it makes you feel alone just know that i would die for you baby i would die for you yeah the distance and the time between us it'll never change my mind 'cause baby i would die for you uh baby i would die for you yeah i would die for you i would lie for you keep it real with you i would kill for you my baby i'm just sayin' yeah i would die for you i would lie for you keep it real with you i would kill for you my baby na-na-na na-na-na na-na-na even though we're goin' through it and it makes you feel alone just know that i would die for you baby i would die for you yeah the distance and the time between us it'll never change my mind 'cause baby i would die for you baby i would die for you yeah (oh babe) (die for you)
The Weeknd,we found each other i helped you out of a broken place you gave me comfort but falling for you was my mistake i put you on top i put you on top i claimed you so proud and openly and when times were rough when times were rough i made sure i held you close to me so call out my name (call out my name) call out my name when i kiss you so gently i want you to stay (i want you to stay) i want you to stay even though you don't want me girl why can't you wait? (why can't you wait baby?) girl why can't you wait 'til i fall out of love? won't you call out my name? (call out my name) girl call out my name and i'll be on my way and i'll be on my i said i didn't feel nothing baby but i lied i almost cut a piece of myself for your life guess i was just another pit stop 'til you made up your mind you just wasted my time you're on top i put you on top i claimed you so proud and openly babe and when times were rough when times were rough i made sure i held you close to me so call out my name (call out my name baby) so call out my name when i kiss you so gently i want you to stay (i want you to stay) i want you to stay even though you don't want me girl why can't you wait? (girl why can't you wait 'til i) girl why can't you wait 'til i fall out of loving? babe call out my name (say call out my name baby) girl call out my name and i'll be on my way girl i'll be on my on my way on my way on my way on my way ooh on my way on my way on my way on my way on my way on my way (on my)
The Weeknd,yeah yeah yeah your man on the road he doin' promo you said "keep our business on the low-low" i'm just tryna get you out the friend zone 'cause you look even better than the photos i can't find your house send me the info driving through the gated residential found out i was coming sent your friends home keep on tryna hide it but your friends know i only call you when it's half past five the only time that i'll be by your side i only love it when you touch me not feel me when i'm fucked up that's the real me when i'm fucked up that's the real me yeah i only call you when it's half past five the only time i'd ever call you mine i only love it when you touch me not feel me when i'm fucked up that's the real me when i'm fucked up that's the real me babe i'ma let you know and keep it simple tryna keep it up don't seem so simple i just fucked two bitches 'fore i saw you and you gon' have to do it at my tempo always tryna send me off to rehab drugs started feeling like it's decaf i'm just tryna live life for the moment and all these motherfuckers want a relapse i only call you when it's half past five the only time that i'll be by your side i only love it when you touch me not feel me when i'm fucked up that's the real me when i'm fucked up that's the real me yeah i only call you when it's half past five the only time i'd ever call you mine i only love it when you touch me not feel me when i'm fucked up that's the real me when i'm fucked up that's the real me babe hills have eyes the hills have eyes who are you to judge? who are you to judge? hide your lies girl hide your lies (hide your lies oh baby) only you to trust only you i only call you when it's half past five the only time that i'll be by your side i only love it when you touch me not feel me when i'm fucked up that's the real me when i'm fucked up that's the real me yeah i only call you when it's half past five the only time i'd ever call you mine i only love it when you touch me not feel me when i'm fucked up that's the real me when i'm fucked up that's the real me babe
The Weeknd,yeah i've been tryna call i've been on my own for long enough maybe you can show me how to love maybe i'm going through withdrawals you don't even have to do too much you can turn me on with just a touch baby i look around and sin city's cold and empty (oh) no one's around to judge me (oh) i can't see clearly when you're gone i said ooh i'm blinded by the lights no i can't sleep until i feel your touch i said ooh i'm drowning in the night oh when i'm like this you're the one i trust (hey hey hey) i'm running out of time 'cause i can see the sun light up the sky so i hit the road in overdrive baby oh the city's cold and empty (oh) no one's around to judge me (oh) i can't see clearly when you're gone i said ooh i'm blinded by the lights no i can't sleep until i feel your touch i said ooh i'm drowning in the night oh when i'm like this you're the one i trust i'm just walking by to let you know (by to let you know) i can never say it on the phone (say it on the phone) will never let you go this time (ooh) i said ooh i'm blinded by the lights no i can't sleep until i feel your touch (hey hey hey) i said ooh i'm blinded by the lights no i can't sleep until i feel your touch
